Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global
simple,,A monster calls,1,0,visible,"The monster in Conor’s backyard is not the one he’s been expecting - the one from the nightmare he’s had every night since his mother started her treatments. This monster is ancient. And wild. And it wants something from Conor. Something terrible and dangerous. It wants the truth. From the final idea of award-winning author Siobhan Dowd - whose premature death from cancer prevented her from writing it herself - Patrick Ness has spun a haunting and darkly funny novel of mischief, loss, and monsters both real and imagined.","The monster in Conor’s backyard is not the one he’s been expecting - the one from the nightmare he’s had every night since his mother started her treatments. This monster is ancient. And wild. And it wants something from Conor. Something terrible and dangerous. It wants the truth. From the final idea of award-winning author Siobhan Dowd - whose premature death from cancer prevented her from writing it herself - Patrick Ness has spun a haunting and darkly funny novel of mischief, loss, and monsters both real and imagined.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Bí ẩn, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/A-monster-calls.jpg,,,,,,,,,0,Tác giả,Patrick Ness,1,1,Nhà xuất bản,Candlewick,1,1,Năm xuất bản,,1,1,Giá sách,Giá 34-2,1,1,Vị Trí Sách,Thứ tự 013,1,1,Giá trị sách,"500\,000đ",1,1
simple,,A really awesome mess,1,0,visible,"Two teenagers. Two very bumpy roads taken that lead to Heartland Academy. After his parents' divorce, Justin is on rocky mental ground. But when a handful of Tylenol lands him in the hospital, he has really hit rock bottom. A scandalous photo of Emmy leads to vicious rumors around school, but things get worse when she threatens the boy who started it all on Facebook. Justin and Emmy arrive at Heartland Academy, a reform school that will force them to deal with their issues. Along the way they will find a ragtag group of teens who are just as broken, stubborn, and full of sarcasm as themselves. A funny, sad, and remarkable story, A Really Awesome Mess is a journey of friendship and self-discovery.","Two teenagers. Two very bumpy roads taken that lead to Heartland Academy. After his parents' divorce, Justin is on rocky mental ground. But when a handful of Tylenol lands him in the hospital, he has really hit rock bottom. A scandalous photo of Emmy leads to vicious rumors around school, but things get worse when she threatens the boy who started it all on Facebook. Justin and Emmy arrive at Heartland Academy, a reform school that will force them to deal with their issues. Along the way they will find a ragtag group of teens who are just as broken, stubborn, and full of sarcasm as themselves. A funny, sad, and remarkable story, A Really Awesome Mess is a journey of friendship and self-discovery.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Thực tế, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/A-really-awesome-mess.jpg,,,,,,,,,0,Tác giả,Trish Cook,1,1,Nhà xuất bản,Carolrhoda Lab,1,1,Năm xuất bản,,1,1,Giá sách,Giá 33-4,1,1,Vị Trí Sách,Thứ tự 072,1,1,Giá trị sách,"500\,000đ",1,1
simple,,A selection of nonsense verse,1,0,visible,"Discover the world of Edward Lear, where everything is out of the ordinary.","Discover the world of Edward Lear, where everything is out of the ordinary.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Thực tế, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/A-selection-of-nonsense-verse.jpg,,,,,,,,,0,Tác giả,Edward Lear,1,1,Nhà xuất bản,Egmont Books,1,1,Năm xuất bản,,1,1,Giá sách,Giá 34-2,1,1,Vị Trí Sách,Thứ tự 078,1,1,Giá trị sách,"500\,000đ",1,1
simple,,After earth,1,0,visible,"Experience the vast tapestry of After Earth in a novelization unlike any other: a thousand-year saga featuring original content from the mind of Peter David, the veteran sci-fi author who helped develop the richly imagined universe. This is the complete, never-before-seen chronicle of the extraordinary family that’s been across the universe and back - from humanity’s last days on Earth through the events of the epic film!","Experience the vast tapestry of After Earth in a novelization unlike any other: a thousand-year saga featuring original content from the mind of Peter David, the veteran sci-fi author who helped develop the richly imagined universe. This is the complete, never-before-seen chronicle of the extraordinary family that’s been across the universe and back - from humanity’s last days on Earth through the events of the epic film!",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Khoa học, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/After-earth.jpg,,,,,,,,,0,Tác giả,Peter David,1,1,Nhà xuất bản,Del Rey,1,1,Năm xuất bản,,1,1,Giá sách,Giá 32-5,1,1,Vị Trí Sách,Thứ tự 066,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Alchemy and Meggy Swann,1,0,visible,"Fans of Karen Cushman's witty novels will welcome Meggy Swann, newly come to London with her only friend, a goose named Louise. Meggy's mother was glad to be rid of her; her father, who sent for her, doesn't want her after all. Meggy is appalled by London, dirty and noisy, full of rogues and thieves, and difficult to get around in - not that getting around is ever easy for someone who walks with the help of two sticks. Just as her alchemist father pursues his great work of transforming base metal into gold, Meggy finds herself pursuing her own transformation. Elizabethan London has its dark side, but it also has gifts in store for Meggy Swann.","Fans of Karen Cushman's witty novels will welcome Meggy Swann, newly come to London with her only friend, a goose named Louise. Meggy's mother was glad to be rid of her; her father, who sent for her, doesn't want her after all. Meggy is appalled by London, dirty and noisy, full of rogues and thieves, and difficult to get around in - not that getting around is ever easy for someone who walks with the help of two sticks. Just as her alchemist father pursues his great work of transforming base metal into gold, Meggy finds herself pursuing her own transformation. Elizabethan London has its dark side, but it also has gifts in store for Meggy Swann.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Khoa học, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Alchemy-and-Meggy-Swann.jpg,,,,,,,,,0,Tác giả,Karen Cushman,1,1,Nhà xuất bản,Clarion Books,1,1,Năm xuất bản,,1,1,Giá sách,Giá 33-6,1,1,Vị Trí Sách,Thứ tự 043,1,1,Giá trị sách,"500\,000đ",1,1
simple,,All I need,1,0,visible,"The last night of summer is only the beginning...
Skye wants to meet the boy who will change her life forever. Seth feels their instant connection the second he sees her. When Seth starts talking to Skye at the last beach party of the summer, it's obvious to both of them that this is something real.
But when Seth leaves for college before they exchange contact info, Skye wonders if he felt the same way she did - and if she will ever see him again. Even if they find their way back to each other, can they make a long-distance relationship work despite trust issues, ex drama, and some serious background differences?","The last night of summer is only the beginning...
Skye wants to meet the boy who will change her life forever. Seth feels their instant connection the second he sees her. When Seth starts talking to Skye at the last beach party of the summer, it's obvious to both of them that this is something real.
But when Seth leaves for college before they exchange contact info, Skye wonders if he felt the same way she did - and if she will ever see him again. Even if they find their way back to each other, can they make a long-distance relationship work despite trust issues, ex drama, and some serious background differences?",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Lãng mạn, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/All-I-need.jpg,,,,,,,,,0,Tác giả,Susane Colasanti,1,1,Nhà xuất bản,Speak,1,1,Năm xuất bản,,1,1,Giá sách,Giá 32-2,1,1,Vị Trí Sách,Thứ tự 026,1,1,Giá trị sách,"500\,000đ",1,1
simple,,All woman and springtime,1,0,visible,"Before she met Il-sun in an orphanage, Gi was a hollow husk of a girl, broken from growing up in one of North Korea’s forced-labor camps. A mathematical genius, she learned to cope with pain by retreating into a realm of numbers and calculations, an escape from both the past and the present. Gi becomes enamored of the brash and radiant Il-sun, a friend she describes as “all woman and springtime.” But Il-sun’s pursuit of a better life imperils both girls when her suitor spirits them across the Demilitarized Zone and sells them as sex workers, first in South Korea and then in the United States.
All Woman and Springtime takes us behind the iron curtain of the most mysterious country on earth as it weaves a heartbreaking, breath-taking story.","Before she met Il-sun in an orphanage, Gi was a hollow husk of a girl, broken from growing up in one of North Korea’s forced-labor camps. A mathematical genius, she learned to cope with pain by retreating into a realm of numbers and calculations, an escape from both the past and the present. Gi becomes enamored of the brash and radiant Il-sun, a friend she describes as “all woman and springtime.” But Il-sun’s pursuit of a better life imperils both girls when her suitor spirits them across the Demilitarized Zone and sells them as sex workers, first in South Korea and then in the United States.
All Woman and Springtime takes us behind the iron curtain of the most mysterious country on earth as it weaves a heartbreaking, breath-taking story.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Truyền cảm hứng, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/All-woman-and-springtime.jpg,,,,,,,,,0,Tác giả,B.W. Jones,1,1,Nhà xuất bản,Algonquin Books,1,1,Năm xuất bản,,1,1,Giá sách,Giá 33-3,1,1,Vị Trí Sách,Thứ tự 016,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Asterix and the secret weapon,1,0,visible,"A woman bard? That’s unheard of in Ancient Gaul. So, when the mothers in Asterix’s town want to replace Cacofonix with Bravura, the men are horrified. But, Bravura hits the right notes musically, and she proves very valuable when Julius Caesar sends in his secret weapon: a group of female legionnaries. Caesar thinks the Gauls will be too noble to fight the women... but Bravura has no such scruples! And, even Cacofonix succeeds in coming into his own.","A woman bard? That’s unheard of in Ancient Gaul. So, when the mothers in Asterix’s town want to replace Cacofonix with Bravura, the men are horrified. But, Bravura hits the right notes musically, and she proves very valuable when Julius Caesar sends in his secret weapon: a group of female legionnaries. Caesar thinks the Gauls will be too noble to fight the women... but Bravura has no such scruples! And, even Cacofonix succeeds in coming into his own.",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Phiêu lưu, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Asterix-and-the-secret-weapon.jpg,,,,,,,,,0,Tác giả,Albert Uderzo,1,1,Nhà xuất bản,Orion,1,1,Năm xuất bản,,1,1,Giá sách,Giá 34-1,1,1,Vị Trí Sách,Thứ tự 031,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Astra,1,0,visible,"Horses are Lily’s life, just like they’d been her mother’s. But will her overprotective father stop her from fulfilling her - and her mother’s - dreams?
Thirteen-year-old Lily O’Neil’s passion is Arabian horses. Someday she wants to be a great endurance rider like her mother. But after a freak riding accident took her mother’s life a year earlier, Lily’s father forbade her to ride ever again.
When Lily’s grandmother comes to live with them, however, she convinces Mr. O’Neil to let Lily clean stalls on the neighboring Arabian ranch, a place her mother had worked - and loved. Lily is ecstatic, especially since she’ll be near her mother’s favorite horse, Astra. But when Astra falls ill because of the negligence of her new rider, Lily must fight to save the life of her mother’s beloved mare. Will Astra ever race again?","Horses are Lily’s life, just like they’d been her mother’s. But will her overprotective father stop her from fulfilling her - and her mother’s - dreams?
Thirteen-year-old Lily O’Neil’s passion is Arabian horses. Someday she wants to be a great endurance rider like her mother. But after a freak riding accident took her mother’s life a year earlier, Lily’s father forbade her to ride ever again.
When Lily’s grandmother comes to live with them, however, she convinces Mr. O’Neil to let Lily clean stalls on the neighboring Arabian ranch, a place her mother had worked - and loved. Lily is ecstatic, especially since she’ll be near her mother’s favorite horse, Astra. But when Astra falls ill because of the negligence of her new rider, Lily must fight to save the life of her mother’s beloved mare. Will Astra ever race again?",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Thực tế, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Astra.jpg,,,,,,,,,0,Tác giả,Chris Platt,1,1,Nhà xuất bản,Peachtree Publishing Company,1,1,Năm xuất bản,,1,1,Giá sách,Giá 33-3,1,1,Vị Trí Sách,Thứ tự 041,1,1,Giá trị sách,"500\,000đ",1,1
simple,,Beastly tales,1,0,visible,"Ten witty and enchanting animal fables in verse which, like a modern Aesop's Fables, can be enjoyed by young and old alike","Ten witty and enchanting animal fables in verse which, like a modern Aesop's Fables, can be enjoyed by young and old alike",,,taxable,,1,1,1,0,1,,,,,1,,,0,"Sách truyện người lớn > Tưởng tượng, Sách truyện người lớn","Từ 13 tuổi trở lên,sach-thang-11-2021",,https://lotuscommunity.org.vn/wp-content/uploads/2021/10/Beastly-tales.jpg,,,,,,,,,0,Tác giả,Vikram Seth,1,1,Nhà xuất bản,Phoenix,1,1,Năm xuất bản,,1,1,Giá sách,Giá 33-4,1,1,Vị Trí Sách,Thứ tự 071,1,1,Giá trị sách,"500\,000đ",1,1
